"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"552","2201001130","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Other Principal Arterial: Total"
"553","2201001131","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Rural Time 1"
"554","2201001132","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Rural Time 2"
"555","2201001133","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Rural Time 3"
"556","2201001134","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Rural Time 4"
"557","220100113B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Other Principal Arterial: Brake Wear"
"558","220100113T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Other Principal Arterial: Tire Wear"
"559","220100113V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Other Principal Arterial: Evap (except Refueling)"
"560","220100113X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Other Principal Arterial: Exhaust"
"561","2201001150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Arterial: Total"
"562","2201001151","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Rural Time 1"
"563","2201001152","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Rural Time 2"
"564","2201001153","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Rural Time 3"
"565","2201001154","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Rural Time 4"
"566","220100115B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Arterial: Brake Wear"
"567","220100115T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Arterial: Tire Wear"
"568","220100115V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Arterial: Evap (except Refueling)"
"569","220100115X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Arterial: Exhaust"
"570","2201001170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Major Collector: Total"
"571","2201001171","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Major Collector: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Major Collector: Rural Time 1"
"572","2201001172","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Major Collector: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Major Collector: Rural Time 2"
"573","2201001173","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Major Collector: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Major Collector: Rural Time 3"
"574","2201001174","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Major Collector: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Major Collector: Rural Time 4"
"575","220100117B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Major Collector: Brake Wear"
"576","220100117T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Major Collector: Tire Wear"
"577","220100117V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Major Collector: Evap (except Refueling)"
"578","220100117X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Major Collector: Exhaust"
"579","2201001190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Collector: Total"
"580","2201001191","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Collector: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Collector: Rural Time 1"
"581","2201001192","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Collector: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Collector: Rural Time 2"
"582","2201001193","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Collector: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Collector: Rural Time 3"
"583","2201001194","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Collector: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Collector: Rural Time 4"
"584","220100119B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Collector: Brake Wear"
"585","220100119T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Collector: Tire Wear"
"586","220100119V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Collector: Evap (except Refueling)"
"587","220100119X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Collector: Exhaust"
"588","2201001210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Local: Total"
"589","2201001211","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Local: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Local: Rural Time 1"
"590","2201001212","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Local: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Local: Rural Time 2"
"591","2201001213","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Local: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Local: Rural Time 3"
"592","2201001214","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Local: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Local: Rural Time 4"
"593","220100121B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Local: Brake Wear"
"594","220100121T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Local: Tire Wear"
"595","220100121V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Local: Evap (except Refueling)"
"596","220100121X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Local: Exhaust"
"597","2201001230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Interstate: Total"
"598","2201001231","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Interstate: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Interstate: Urban Time 1"
"599","2201001232","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Interstate: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Interstate: Urban Time 2"
"600","2201001233","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Interstate: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Interstate: Urban Time 3"
"601","2201001234","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Interstate: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Interstate: Urban Time 4"
"602","220100123B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Interstate: Brake Wear"
"603","220100123T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Interstate: Tire Wear"
"604","220100123V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Interstate: Evap (except Refueling)"
"605","220100123X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Interstate: Exhaust"
"606","2201001250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Freeways and Expressways: Total"
"607","2201001251","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Freeways & Expressways: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Freeways and Expressways: Urban Time 1"
"608","2201001252","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Freeways & Expressways: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Freeways and Expressways: Urban Time 2"
"609","2201001253","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Freeways & Expressways: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Freeways and Expressways: Urban Time 3"
"610","2201001254","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Freeways & Expressways: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Freeways and Expressways: Urban Time 4"
"611","220100125B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Freeways & Expressways: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Freeways and Expressways: Brake Wear"
"612","220100125T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Freeways & Expressways: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Freeways and Expressways: Tire Wear"
"613","220100125V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Freeways & Expressways: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Freeways and Expressways: Evap (except Refueling)"
"614","220100125X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Freeways & Expressways: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Freeways and Expressways: Exhaust"
"615","2201001270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Principal Arterial: Total"
"616","2201001271","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Urban Time 1"
"617","2201001272","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Urban Time 2"
"618","2201001273","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Urban Time 3"
"619","2201001274","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Other Principal Arterial: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Other Principal Arterial: Urban Time 4"
"620","220100127B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Principal Arterial: Brake Wear"
"621","220100127T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Principal Arterial: Tire Wear"
"622","220100127V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Principal Arterial: Evap (except Refueling)"
"623","220100127X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Principal Arterial: Exhaust"
"624","2201001290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Minor Arterial: Total"
"625","2201001291","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Urban Time 1"
"626","2201001292","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Urban Time 2"
"627","2201001293","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Urban Time 3"
"628","2201001294","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Minor Arterial: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Minor Arterial: Urban Time 4"
"629","220100129B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Minor Arterial: Brake Wear"
"630","220100129T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Minor Arterial: Tire Wear"
"631","220100129V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Minor Arterial: Evap (except Refueling)"
"632","220100129X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Minor Arterial: Exhaust"
"633","2201001310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Collector: Total"
"634","2201001311","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Collector: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Collector: Urban Time 1"
"635","2201001312","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Collector: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Collector: Urban Time 2"
"636","2201001313","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Collector: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Collector: Urban Time 3"
"637","2201001314","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Collector: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Collector: Urban Time 4"
"638","220100131B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Collector: Brake Wear"
"639","220100131T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Collector: Tire Wear"
